route_id;service_id;trip_id;trip_headsign;direction_id;block_id;wheelchair_accessible;bikes_allowed;route_short_names;Jours validité
7;TF2_BL-2-31;28591;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28592;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28593;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28594;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28595;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28596;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28597;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28598;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28599;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
92;T23_BL-2-31;286;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
90;T23_VE-2-127;2860;Boulingrin ROUEN;1;;;;Métro;1111111
7;TF2_BL-2-31;28600;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28601;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28602;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28603;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28604;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28605;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28606;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28607;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28608;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28609;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
90;T23_VE-2-127;2861;Boulingrin ROUEN;1;;;;Métro;1111111
7;TF2_BL-2-31;28610;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28611;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28612;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28613;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28614;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28615;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28616;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28617;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28618;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
7;TF2_BL-2-31;28619;Hôtel de Ville SOTTEVILLE-LÈS-ROUEN;0;;;;F7;1111100
90;T23_VE-2-127;2862;Boulingrin ROUEN;1;;;;Métro;1111111
