route_id;service_id;trip_id;trip_headsign;direction_id;block_id;wheelchair_accessible;bikes_allowed;route_short_names;Jours validité
92;T23_RO-2-31;0;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
92;T23_RO-2-31;1;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
92;T23_RO-2-31;10;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
92;T23_RO-2-31;100;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
93;T23_MV-2-32;1000;Monet CANTELEU;1;;;;T3;0000010
402;ASCESC-2-127;10000;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10001;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10002;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10003;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10004;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10005;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10006;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10007;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10008;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10009;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_MV-2-32;1001;Monet CANTELEU;1;;;;T3;0000010
402;ASCESC-2-127;10010;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10011;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10012;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10013;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10014;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10015;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10016;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10017;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10018;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10019;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_MV-2-32;1002;Monet CANTELEU;1;;;;T3;0000010
402;ASCESC-2-127;10020;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10021;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10022;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10023;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10024;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10025;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10026;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10027;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10028;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10029;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1003;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10030;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10031;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10032;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10033;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10034;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10035;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10036;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10037;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10038;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10039;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1004;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10040;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10041;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10042;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10043;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10044;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10045;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10046;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10047;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10048;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10049;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1005;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10050;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10051;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10052;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10053;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10054;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10055;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10056;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10057;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10058;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10059;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1006;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10060;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10061;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10062;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10063;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10064;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10065;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10066;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10067;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10068;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10069;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1007;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10070;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10071;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10072;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10073;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10074;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10075;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10076;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10077;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10078;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10079;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1008;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10080;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10081;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10082;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10083;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10084;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10085;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10086;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10087;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10088;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10089;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1009;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10090;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10091;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10092;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10093;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10094;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10095;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10096;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10097;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10098;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10099;Escalator Quai Station PDJ;0;;;;402;1111111
92;T23_RO-2-31;101;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
93;T23_VE-2-127;1010;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10100;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10101;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10102;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10103;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10104;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10105;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10106;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10107;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10108;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10109;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1011;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10110;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10111;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10112;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10113;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10114;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10115;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10116;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10117;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10118;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10119;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1012;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10120;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10121;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10122;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10123;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10124;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10125;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10126;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10127;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10128;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10129;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1013;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10130;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10131;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10132;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10133;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10134;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10135;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10136;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10137;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10138;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10139;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1014;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10140;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10141;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10142;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10143;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10144;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10145;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10146;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10147;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10148;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10149;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1015;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10150;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10151;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10152;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10153;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10154;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10155;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10156;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10157;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10158;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10159;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1016;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10160;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10161;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10162;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10163;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10164;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10165;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10166;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10167;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10168;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10169;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1017;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10170;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10171;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10172;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10173;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10174;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10175;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10176;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10177;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10178;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10179;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1018;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10180;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10181;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10182;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10183;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10184;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10185;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10186;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10187;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10188;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10189;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1019;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10190;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10191;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10192;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10193;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10194;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10195;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10196;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10197;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10198;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10199;Escalator Quai Station PDJ;0;;;;402;1111111
92;T23_RO-2-31;102;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
93;T23_VE-2-127;1020;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10200;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10201;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10202;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10203;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10204;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10205;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10206;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10207;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10208;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10209;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1021;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10210;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10211;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10212;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10213;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10214;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10215;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10216;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10217;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10218;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10219;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1022;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10220;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10221;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10222;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10223;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10224;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10225;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10226;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10227;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10228;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10229;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1023;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10230;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10231;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10232;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10233;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10234;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10235;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10236;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10237;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10238;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10239;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1024;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10240;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10241;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10242;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10243;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10244;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10245;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10246;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10247;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10248;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10249;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1025;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10250;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10251;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10252;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10253;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10254;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10255;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10256;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10257;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10258;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10259;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1026;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10260;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10261;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10262;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10263;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10264;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10265;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10266;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10267;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10268;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10269;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1027;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10270;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10271;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10272;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10273;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10274;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10275;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10276;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10277;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10278;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10279;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1028;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10280;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10281;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10282;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10283;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10284;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10285;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10286;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10287;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10288;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10289;Escalator Quai Station PDJ;0;;;;402;1111111
93;T23_VE-2-127;1029;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10290;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10291;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10292;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10293;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10294;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10295;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10296;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10297;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10298;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10299;Escalator Quai Station PDJ;0;;;;402;1111111
92;T23_RO-2-31;103;Mairie - V. Schoelcher N.-D.-DE-BONDEVILLE;1;;;;T2;1111100
93;T23_VE-2-127;1030;Monet CANTELEU;1;;;;T3;1111111
402;ASCESC-2-127;10300;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10301;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10302;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10303;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10304;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10305;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10306;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10307;Escalator Quai Station PDJ;0;;;;402;1111111
402;ASCESC-2-127;10308;Escalator Quai Station PDJ;0;;;;402;1111111
