service_id;date;exception_type
IST_VE-2-127;20230914;2
IST_VE-2-127;20230915;2
IST_VE-2-127;20230916;2
IST_VE-2-127;20230918;2
IST_VE-2-127;20230919;2
IST_VE-2-127;20230920;2
IST_VE-2-127;20230921;2
IST_VE-2-127;20230922;2
IST_VE-2-127;20230923;2
IST_VE-2-127;20230925;2
IST_VE-2-127;20230926;2
IST_VE-2-127;20230927;2
IST_VE-2-127;20230928;2
IST_VE-2-127;20230929;2
IST_VE-2-127;20230930;2
IST_VE-2-127;20231002;2
IST_VE-2-127;20231003;2
IST_VE-2-127;20231004;2
IST_VE-2-127;20231005;2
IST_VE-2-127;20231006;2
IST_VE-2-127;20231007;2
IST_VE-2-127;20231009;2
IST_VE-2-127;20231010;2
IST_VE-2-127;20231011;2
IST_VE-2-127;20231012;2
IST_VE-2-127;20231013;2
IST_VE-2-127;20231014;2
IST_VE-2-127;20231016;2
IST_VE-2-127;20231017;2
IST_VE-2-127;20231018;2
IST_VE-2-127;20231019;2
IST_VE-2-127;20231020;2
IST_VE-2-127;20231021;2
IST_VE-2-127;20231023;2
IST_VE-2-127;20231024;2
IST_VE-2-127;20231025;2
IST_VE-2-127;20231026;2
IST_VE-2-127;20231027;2
IST_VE-2-127;20231028;2
IST_VE-2-127;20231030;2
IST_VE-2-127;20231031;2
IST_VE-2-127;20231102;2
IST_VE-2-127;20231103;2
IST_VE-2-127;20231104;2
IST_VE-2-127;20231106;2
IST_VE-2-127;20231107;2
IST_VE-2-127;20231108;2
IST_VE-2-127;20231109;2
IST_VE-2-127;20231110;2
IST_VE-2-127;20231113;2
IST_VE-2-127;20231114;2
IST_VE-2-127;20231115;2
IST_VE-2-127;20231116;2
IST_VE-2-127;20231117;2
IST_VE-2-127;20231118;2
IST_VE-2-127;20231120;2
IST_VE-2-127;20231121;2
IST_VE-2-127;20231122;2
IST_VE-2-127;20231123;2
IST_VE-2-127;20231124;2
IST_VE-2-127;20231125;2
IST_VE-2-127;20231127;2
IST_VE-2-127;20231128;2
IST_VE-2-127;20231129;2
IST_VE-2-127;20231130;2
IST_VE-2-127;20231201;2
IST_VE-2-127;20231202;2
IST_VE-2-127;20231204;2
IST_VE-2-127;20231205;2
IST_VE-2-127;20231206;2
IST_VE-2-127;20231207;2
IST_VE-2-127;20231208;2
IST_VE-2-127;20231209;2
IST_VE-2-127;20231211;2
IST_VE-2-127;20231212;2
IST_VE-2-127;20231213;2
IST_VE-2-127;20231214;2
IST_VE-2-127;20231215;2
IST_VE-2-127;20231216;2
IST_VE-2-127;20231218;2
IST_VE-2-127;20231219;2
IST_VE-2-127;20231220;2
IST_VE-2-127;20231221;2
IST_VE-2-127;20231222;2
IST_VE-2-127;20231223;2
IST_VE-2-127;20231226;2
IST_VE-2-127;20231227;2
IST_VE-2-127;20231228;2
IST_VE-2-127;20231229;2
IST_VE-2-127;20231230;2
IST_VE-2-127;20240102;2
IST_VE-2-127;20240103;2
IST_VE-2-127;20240104;2
IST_VE-2-127;20240105;2
IST_VE-2-127;20240106;2
IST_VE-2-127;20240108;2
IST_VE-2-127;20240109;2
IST_VE-2-127;20240110;2
IST_VE-2-127;20240111;2
IST_VE-2-127;20240112;2
IST_VE-2-127;20240113;2
IST_VE-2-127;20240115;2
IST_VE-2-127;20240116;2
IST_VE-2-127;20240117;2
IST_VE-2-127;20240118;2
IST_VE-2-127;20240119;2
IST_VE-2-127;20240120;2
IST_VE-2-127;20240122;2
IST_VE-2-127;20240123;2
IST_VE-2-127;20240124;2
IST_VE-2-127;20240125;2
IST_VE-2-127;20240126;2
IST_VE-2-127;20240127;2
IST_VE-2-127;20240129;2
IST_VE-2-127;20240130;2
IST_VE-2-127;20240131;2
IST_VE-2-127;20240201;2
IST_VE-2-127;20240202;2
IST_VE-2-127;20240203;2
IST_VE-2-127;20240205;2
IST_VE-2-127;20240206;2
IST_VE-2-127;20240207;2
IST_VE-2-127;20240208;2
IST_VE-2-127;20240209;2
IST_VE-2-127;20240210;2
IST_VE-2-127;20240212;2
IST_VE-2-127;20240213;2
IST_VE-2-127;20240214;2
IST_VE-2-127;20240215;2
IST_VE-2-127;20240216;2
IST_VE-2-127;20240217;2
IST_VE-2-127;20240219;2
IST_VE-2-127;20240220;2
IST_VE-2-127;20240221;2
IST_VE-2-127;20240222;2
IST_VE-2-127;20240223;2
IST_VE-2-127;20240224;2
IST_VE-2-127;20240226;2
IST_VE-2-127;20240227;2
IST_VE-2-127;20240228;2
IST_VE-2-127;20240229;2
IST_VE-2-127;20240301;2
IST_VE-2-127;20240302;2
IST_VE-2-127;20240304;2
IST_VE-2-127;20240305;2
IST_VE-2-127;20240306;2
IST_VE-2-127;20240307;2
IST_VE-2-127;20240308;2
IST_VE-2-127;20240309;2
IST_VE-2-127;20240311;2
IST_VE-2-127;20240312;2
IST_VE-2-127;20240313;2
IST_VE-2-127;20240314;2
IST_VE-2-127;20240315;2
IST_VE-2-127;20240316;2
IST_VE-2-127;20240318;2
IST_VE-2-127;20240319;2
