route_id;service_id;trip_id;direction_id;block_id;shape_id
111;10304;1107;1;102;
111;10304;1108;1;705;
111;10304;1109;1;110;
111;10304;1110;1;112;
111;10304;1111;1;101;
111;10304;1112;1;108;
111;10304;1113;1;105;
111;10304;1114;1;107;
111;10304;1115;1;102;
111;10304;1116;1;705;
111;10304;1117;1;110;
111;10304;1118;1;101;
111;10304;1119;1;108;
111;10304;1120;1;102;
111;10304;1121;1;110;
111;810;1446;1;101;
111;810;1447;1;103;
111;810;1448;1;105;
111;810;1449;1;102;
111;810;1450;1;104;
111;810;1451;1;101;
111;810;1452;1;103;
111;810;1453;1;105;
111;810;1454;1;102;
111;810;1455;1;104;
111;810;1456;1;101;
111;810;1457;1;103;
111;810;1458;1;105;
111;810;1459;1;102;
111;810;1460;1;104;
111;810;1461;1;101;
111;810;1462;1;103;
111;810;1463;1;105;
111;810;1464;1;102;
111;810;1465;1;104;
111;810;1466;1;101;
111;810;1467;1;103;
111;810;1468;1;105;
111;810;1469;1;102;
111;810;1470;1;104;
111;810;1471;1;101;
111;810;1472;1;103;
111;810;1473;1;105;
111;810;1474;1;102;
111;810;1475;1;106;
111;810;1476;1;104;
111;810;1477;1;101;
111;810;1478;1;103;
111;810;1479;1;105;
111;810;1480;1;102;
111;810;1481;1;106;
111;810;1482;1;104;
111;810;1483;1;101;
111;810;1484;1;103;
111;810;1485;1;105;
111;810;1486;1;106;
111;810;1487;1;104;
111;810;1488;1;101;
111;810;1489;1;103;
111;810;1490;1;104;
111;9;1245;1;101;
111;9;1246;1;103;
111;9;1247;1;105;
111;9;1248;1;102;
111;9;1249;1;104;
111;9;1250;1;101;
111;9;1251;1;103;
111;9;1252;1;105;
111;9;1253;1;102;
111;9;1254;1;104;
111;9;1255;1;101;
111;9;1256;1;103;
111;9;1257;1;105;
111;9;1258;1;102;
111;9;1259;1;104;
111;9;1260;1;101;
111;9;1261;1;103;
111;9;1262;1;105;
111;9;1263;1;102;
111;9;1264;1;104;
111;9;1265;1;101;
111;9;1266;1;103;
111;9;1267;1;105;
111;9;1268;1;102;
111;9;1269;1;104;
111;9;1270;1;101;
111;9;1271;1;103;
111;9;1272;1;105;
111;9;1273;1;102;
111;9;1274;1;104;
111;9;1275;1;101;
111;9;1276;1;103;
111;9;1277;1;105;
111;9;1278;1;102;
111;9;1279;1;106;
111;9;1280;1;104;
111;9;1281;1;101;
111;9;1282;1;103;
111;9;1283;1;105;
111;9;1284;1;102;
111;9;1285;1;106;
111;9;1286;1;101;
111;9;1287;1;103;
111;9;1288;1;105;
112;10304;2001;0;203;
112;10304;2002;0;201;
112;10304;2003;0;202;
112;10304;2004;0;203;
112;10304;2005;0;204;
112;10304;2006;0;202;
112;10304;2007;0;504;
112;10304;2008;0;205;
112;10304;2009;0;204;
112;10304;2010;0;202;
112;10304;2011;0;504;
112;10304;2012;0;205;
112;10304;2013;0;204;
112;10304;2015;0;202;
112;10304;2016;0;504;
112;10304;2017;0;205;
112;10304;2018;0;204;
112;10304;2019;0;202;
112;10304;2020;0;504;
112;10304;2021;0;205;
112;10304;2022;0;204;
112;10304;2024;0;202;
112;10304;2025;0;504;
112;10304;2027;0;205;
112;10304;2028;0;204;
112;10304;2029;0;202;
112;10304;2030;0;205;
112;10304;2031;0;204;
112;10304;2032;0;202;
112;810;2401;0;202;
112;810;2402;0;201;
112;810;2403;0;202;
112;810;2404;0;202;
112;810;2405;0;202;
112;810;2406;0;202;
112;810;2407;0;202;
112;810;2409;0;203;
112;810;2410;0;202;
112;810;2411;0;203;
112;810;2412;0;202;
112;9;2201;0;202;
112;9;2202;0;201;
112;9;2203;0;202;
112;9;2204;0;202;
112;9;2205;0;202;
112;9;2206;0;203;
112;9;2207;0;203;
112;9;2208;0;203;
112;9;2209;0;204;
112;9;2210;0;203;
112;9;2211;0;204;
112;9;2212;0;203;
112;104;2023;0;207;
112;104;2026;0;208;
112;3;2014;0;202;
112;810;2408;0;202;
112;10304;2033;1;201;
112;10304;2034;1;202;
112;10304;2035;1;203;
112;10304;2036;1;204;
112;10304;2037;1;205;
112;10304;2039;1;202;
112;10304;2040;1;203;
112;10304;2041;1;205;
112;10304;2042;1;204;
112;10304;2043;1;202;
112;10304;2044;1;504;
112;10304;2045;1;205;
112;10304;2046;1;204;
112;10304;2047;1;202;
112;10304;2048;1;504;
112;10304;2049;1;205;
112;10304;2050;1;204;
112;10304;2051;1;202;
112;10304;2052;1;504;
112;10304;2053;1;205;
112;10304;2054;1;204;
112;10304;2055;1;202;
112;10304;2056;1;504;
112;10304;2057;1;205;
112;10304;2058;1;204;
112;10304;2059;1;202;
112;10304;2060;1;504;
112;10304;2061;1;205;
112;10304;2062;1;204;
112;10304;2063;1;202;
112;10304;2064;1;205;
112;810;2413;1;201;
112;810;2414;1;202;
112;810;2416;1;202;
112;810;2417;1;202;
112;810;2418;1;202;
112;810;2419;1;202;
112;810;2420;1;202;
112;810;2421;1;202;
112;810;2422;1;203;
112;810;2423;1;202;
112;810;2424;1;203;
112;9;2213;1;201;
112;9;2214;1;202;
112;9;2215;1;201;
112;9;2216;1;202;
112;9;2217;1;202;
112;9;2218;1;202;
112;9;2219;1;203;
112;9;2220;1;203;
112;9;2221;1;203;
112;9;2222;1;204;
112;9;2223;1;203;
112;9;2224;1;204;
112;10304;2038;1;201;
112;810;2415;1;201;
113;10304;3001;0;302;
113;10304;3002;0;301;
113;10304;3003;0;303;
113;10304;3004;0;302;
113;10304;3007;0;303;
113;10304;3010;0;301;
113;10304;3012;0;301;
113;10304;3013;0;305;
113;10304;3016;0;301;
113;10304;3017;0;305;
113;10304;3018;0;301;
113;10304;3019;0;306;
113;10304;3020;0;305;
113;10304;3021;0;301;
113;10304;3022;0;306;
113;810;3401;0;301;
113;810;3402;0;302;
113;810;3405;0;302;
113;810;3410;0;301;
113;810;3412;0;301;
113;810;3416;0;301;
113;810;3418;0;301;
113;9;3201;0;301;
113;9;3202;0;302;
113;9;3205;0;302;
113;9;3210;0;301;
113;9;3212;0;301;
113;9;3216;0;301;
113;9;3218;0;301;
113;10304;3005;0;304;
113;10304;3006;0;301;
113;10304;3008;0;301;
113;10304;3009;0;303;
113;10304;3011;0;303;
113;10304;3014;0;301;
113;10304;3015;0;305;
113;10304;3023;0;305;
113;10304;3024;0;306;
113;810;3403;0;303;
113;810;3404;0;301;
113;810;3406;0;301;
113;810;3407;0;302;
113;810;3408;0;301;
113;810;3409;0;302;
113;810;3411;0;302;
113;810;3413;0;302;
113;810;3414;0;301;
113;810;3415;0;302;
113;810;3417;0;302;
113;810;3419;0;302;
113;810;3420;0;301;
113;810;3421;0;302;
113;9;3203;0;303;
113;9;3204;0;301;
113;9;3206;0;301;
113;9;3207;0;302;
113;9;3208;0;301;
113;9;3209;0;302;
113;9;3211;0;302;
113;9;3213;0;302;
113;9;3214;0;301;
113;9;3215;0;302;
113;9;3217;0;302;
113;9;3219;0;302;
113;9;3220;0;301;
113;9;3221;0;302;
113;10304;3025;1;301;
113;10304;3026;1;302;
113;10304;3027;1;304;
113;10304;3028;1;301;
113;10304;3029;1;303;
113;10304;3030;1;302;
113;10304;3032;1;303;
113;10304;3035;1;301;
113;10304;3037;1;301;
113;10304;3038;1;305;
113;10304;3041;1;301;
113;10304;3043;1;305;
113;10304;3044;1;301;
113;10304;3045;1;306;
113;10304;3047;1;306;
113;810;3422;1;301;
113;810;3423;1;302;
113;810;3426;1;302;
113;810;3431;1;301;
113;810;3433;1;301;
113;810;3437;1;301;
113;810;3439;1;301;
113;9;3222;1;301;
113;9;3223;1;302;
113;9;3226;1;302;
113;9;3231;1;301;
113;9;3233;1;301;
113;9;3237;1;301;
113;9;3239;1;301;
113;10304;3031;1;301;
113;10304;3033;1;301;
113;10304;3034;1;303;
113;10304;3036;1;303;
113;10304;3039;1;301;
113;10304;3040;1;305;
113;10304;3042;1;306;
113;10304;3046;1;305;
113;10304;3048;1;305;
113;810;3424;1;303;
113;810;3425;1;301;
113;810;3427;1;301;
113;810;3428;1;302;
113;810;3429;1;301;
113;810;3430;1;302;
113;810;3432;1;302;
113;810;3434;1;302;
113;810;3435;1;301;
113;810;3436;1;302;
113;810;3438;1;302;
113;810;3440;1;302;
113;810;3441;1;301;
113;9;3224;1;303;
113;9;3225;1;301;
113;9;3227;1;301;
113;9;3228;1;302;
113;9;3229;1;301;
113;9;3230;1;302;
113;9;3232;1;302;
113;9;3234;1;302;
113;9;3235;1;301;
113;9;3236;1;302;
113;9;3238;1;302;
113;9;3240;1;302;
113;9;3241;1;301;
114;10304;5001;0;501;
114;10304;5002;0;502;
114;10304;5003;0;503;
114;10304;5004;0;501;
114;10304;5005;0;504;
114;10304;5006;0;502;
114;10304;5007;0;501;
114;10304;5008;0;502;
114;10304;5009;0;501;
114;10304;5010;0;505;
114;10304;5011;0;501;
114;10304;5012;0;505;
114;10304;5013;0;501;
114;10304;5014;0;505;
114;10304;5015;0;506;
114;104;5016;0;501;
114;10304;5017;0;505;
114;104;5018;0;507;
114;10304;5019;0;506;
114;104;5020;0;508;
114;10304;5021;0;507;
114;10304;5022;0;504;
114;10304;5023;0;508;
114;810;5401;0;502;
114;810;5402;0;501;
114;810;5403;0;502;
114;810;5404;0;501;
114;810;5405;0;502;
114;810;5406;0;501;
114;810;5407;0;502;
114;810;5408;0;501;
114;810;5409;0;502;
114;810;5410;0;501;
114;810;5411;0;502;
114;810;5412;0;501;
114;810;5413;0;502;
114;810;5414;0;501;
114;810;5415;0;502;
114;810;5416;0;501;
114;810;5417;0;502;
114;810;5418;0;102;
114;10304;5024;1;502;
114;10304;5025;1;501;
114;10304;5026;1;504;
114;10304;5027;1;502;
114;10304;5028;1;503;
114;10304;5029;1;501;
114;10304;5030;1;502;
114;10304;5031;1;501;
114;10304;5032;1;502;
114;10304;5033;1;501;
114;10304;5034;1;505;
114;10304;5035;1;501;
114;10304;5036;1;505;
114;10304;5037;1;501;
114;10304;5038;1;505;
114;104;5039;1;507;
114;10304;5040;1;506;
114;104;5041;1;508;
114;10304;5042;1;507;
114;10304;5043;1;506;
114;10304;5044;1;508;
114;104;5045;1;507;
114;10304;5046;1;504;
114;810;5419;1;501;
114;810;5420;1;502;
114;810;5421;1;501;
114;810;5422;1;502;
114;810;5423;1;501;
114;810;5424;1;502;
114;810;5425;1;501;
114;810;5426;1;502;
114;810;5427;1;501;
114;810;5428;1;502;
114;810;5429;1;501;
114;810;5430;1;502;
114;810;5431;1;501;
114;810;5432;1;502;
114;810;5433;1;501;
114;810;5434;1;502;
114;810;5435;1;102;
114;810;5436;1;502;
115;10304;6001;0;601;
115;10304;6002;0;602;
115;10304;6003;0;603;
115;10304;6004;0;604;
115;10304;6005;0;605;
115;10304;6006;0;601;
115;10304;6007;0;602;
115;10304;6008;0;603;
115;10304;6009;0;604;
115;10304;6010;0;605;
115;10304;6011;0;601;
115;10304;6012;0;602;
115;10304;6013;0;603;
115;10304;6014;0;604;
115;10304;6015;0;605;
115;10304;6016;0;601;
115;10304;6017;0;602;
115;10304;6018;0;603;
115;10304;6019;0;604;
115;10304;6020;0;605;
115;10304;6021;0;601;
115;10304;6022;0;602;
115;10304;6023;0;603;
115;10304;6024;0;604;
115;10304;6025;0;605;
115;10304;6026;0;601;
115;10304;6027;0;602;
115;10304;6028;0;603;
115;10304;6029;0;604;
115;10304;6030;0;605;
115;10304;6031;0;601;
115;10304;6032;0;602;
115;10304;6033;0;603;
115;10304;6034;0;604;
115;10304;6035;0;605;
115;10304;6036;0;601;
115;10304;6037;0;602;
115;10304;6038;0;603;
115;10304;6039;0;604;
115;10304;6040;0;605;
115;10304;6041;0;601;
115;10304;6042;0;602;
115;10304;6043;0;603;
115;10304;6044;0;605;
115;810;6401;0;601;
115;810;6402;0;602;
115;810;6403;0;603;
115;810;6404;0;604;
115;810;6405;0;605;
115;810;6406;0;601;
115;810;6407;0;602;
115;810;6408;0;603;
115;810;6409;0;604;
115;810;6410;0;605;
115;810;6411;0;601;
115;810;6412;0;602;
115;810;6413;0;603;
115;810;6414;0;604;
115;810;6415;0;605;
115;810;6416;0;601;
115;810;6417;0;602;
115;810;6418;0;603;
115;810;6419;0;604;
115;810;6420;0;605;
115;810;6421;0;601;
115;810;6422;0;602;
115;810;6423;0;603;
115;810;6424;0;604;
115;810;6425;0;605;
115;810;6426;0;601;
115;810;6427;0;602;
115;810;6428;0;603;
115;810;6429;0;604;
115;810;6430;0;605;
115;810;6431;0;601;
115;810;6432;0;602;
115;810;6433;0;603;
115;810;6434;0;604;
115;810;6435;0;605;
115;810;6436;0;601;
115;810;6437;0;602;
115;810;6438;0;603;
115;810;6439;0;604;
115;810;6440;0;605;
115;810;6441;0;601;
115;810;6442;0;602;
115;810;6443;0;603;
115;810;6444;0;605;
115;9;6201;0;601;
115;9;6202;0;602;
115;9;6203;0;603;
115;9;6204;0;604;
115;9;6205;0;605;
115;9;6206;0;601;
115;9;6207;0;602;
115;9;6208;0;603;
115;9;6209;0;604;
115;9;6210;0;605;
115;9;6211;0;601;
115;9;6212;0;602;
115;9;6213;0;603;
115;9;6214;0;604;
115;9;6215;0;606;
115;9;6216;0;605;
115;9;6217;0;601;
115;9;6218;0;602;
115;9;6219;0;607;
115;9;6220;0;603;
115;9;6221;0;604;
115;9;6222;0;606;
115;9;6223;0;605;
115;9;6224;0;601;
115;9;6225;0;602;
115;9;6226;0;607;
115;9;6227;0;603;
115;9;6228;0;604;
115;9;6229;0;606;
115;9;6230;0;605;
115;9;6231;0;601;
115;9;6232;0;602;
115;9;6233;0;607;
115;9;6234;0;603;
115;9;6235;0;604;
115;9;6236;0;606;
115;9;6237;0;605;
115;9;6238;0;601;
115;9;6239;0;602;
115;9;6240;0;607;
115;9;6241;0;603;
115;9;6242;0;604;
115;9;6243;0;605;
115;9;6244;0;601;
115;9;6245;0;602;
115;9;6246;0;603;
115;9;6247;0;604;
115;9;6248;0;605;
115;9;6249;0;601;
115;9;6250;0;602;
115;9;6251;0;603;
115;10304;6045;1;601;
115;10304;6046;1;602;
115;10304;6047;1;603;
115;10304;6048;1;604;
115;10304;6049;1;605;
115;10304;6050;1;601;
115;10304;6051;1;602;
115;10304;6052;1;603;
115;10304;6053;1;604;
115;10304;6054;1;605;
115;10304;6055;1;601;
115;10304;6056;1;602;
115;10304;6057;1;603;
115;10304;6058;1;604;
115;10304;6059;1;605;
115;10304;6060;1;601;
115;10304;6061;1;602;
115;10304;6062;1;603;
115;10304;6063;1;604;
115;10304;6064;1;605;
115;10304;6065;1;601;
115;10304;6066;1;602;
115;10304;6067;1;603;
115;10304;6068;1;604;
115;10304;6069;1;605;
115;10304;6070;1;601;
115;10304;6071;1;602;
115;10304;6072;1;603;
115;10304;6073;1;604;
115;10304;6074;1;605;
115;10304;6075;1;601;
115;10304;6076;1;602;
115;10304;6077;1;603;
115;10304;6078;1;604;
115;10304;6079;1;605;
115;10304;6080;1;601;
115;10304;6081;1;602;
115;10304;6082;1;603;
115;10304;6083;1;604;
115;10304;6084;1;605;
115;10304;6085;1;601;
115;10304;6086;1;602;
115;10304;6087;1;603;
115;10304;6088;1;605;
115;810;6445;1;601;
115;810;6446;1;602;
115;810;6447;1;603;
115;810;6448;1;604;
115;810;6449;1;605;
115;810;6450;1;601;
115;810;6451;1;602;
115;810;6452;1;603;
115;810;6453;1;604;
115;810;6454;1;605;
115;810;6455;1;601;
115;810;6456;1;602;
115;810;6457;1;603;
115;810;6458;1;604;
115;810;6459;1;605;
115;810;6460;1;601;
115;810;6461;1;602;
115;810;6462;1;603;
115;810;6463;1;604;
115;810;6464;1;605;
115;810;6465;1;601;
115;810;6466;1;602;
115;810;6467;1;603;
115;810;6468;1;604;
115;810;6469;1;605;
115;810;6470;1;601;
115;810;6471;1;602;
115;810;6472;1;603;
115;810;6473;1;604;
115;810;6474;1;605;
115;810;6475;1;601;
115;810;6476;1;602;
115;810;6477;1;603;
115;810;6478;1;604;
115;810;6479;1;605;
115;810;6480;1;601;
115;810;6481;1;602;
115;810;6482;1;603;
115;810;6483;1;604;
115;810;6484;1;605;
115;810;6485;1;601;
115;810;6486;1;602;
115;810;6487;1;603;
115;810;6488;1;605;
115;9;6252;1;601;
115;9;6253;1;602;
115;9;6254;1;603;
115;9;6255;1;604;
115;9;6256;1;605;
115;9;6257;1;601;
115;9;6258;1;602;
115;9;6259;1;603;
115;9;6260;1;604;
115;9;6261;1;605;
115;9;6262;1;601;
115;9;6263;1;602;
115;9;6264;1;603;
115;9;6265;1;604;
115;9;6266;1;606;
115;9;6267;1;605;
115;9;6268;1;601;
115;9;6269;1;602;
115;9;6270;1;607;
115;9;6271;1;603;
115;9;6272;1;604;
115;9;6273;1;606;
115;9;6274;1;605;
115;9;6275;1;601;
115;9;6276;1;602;
115;9;6277;1;607;
115;9;6278;1;603;
115;9;6279;1;604;
115;9;6280;1;606;
115;9;6281;1;605;
115;9;6282;1;601;
115;9;6283;1;602;
115;9;6284;1;607;
115;9;6285;1;603;
115;9;6286;1;604;
115;9;6287;1;606;
115;9;6288;1;605;
115;9;6289;1;601;
115;9;6290;1;602;
115;9;6291;1;607;
115;9;6292;1;603;
115;9;6293;1;604;
115;9;6294;1;605;
115;9;6295;1;601;
115;9;6296;1;602;
115;9;6297;1;603;
115;9;6298;1;604;
115;9;6299;1;605;
115;9;6300;1;601;
115;9;6301;1;602;
115;9;6302;1;603;
116;7;9801;0;911;
116;7;9802;0;911;
116;7;9803;0;911;
116;7;9804;0;911;
116;7;9805;0;912;
116;7;9806;0;911;
116;7;9807;0;912;
116;7;9808;0;912;
116;7;9809;0;912;
116;7;9810;0;912;
116;7;9811;0;912;
116;7;9812;1;911;
116;7;9813;1;911;
116;7;9814;1;911;
116;7;9815;1;911;
116;7;9816;1;912;
116;7;9817;1;911;
116;7;9818;1;912;
116;7;9819;1;912;
116;7;9820;1;912;
116;7;9821;1;912;
116;7;9822;1;912;
117;7;9901;0;921;
117;7;9902;0;922;
117;7;9903;0;921;
117;7;9904;0;922;
117;7;9905;0;921;
117;7;9906;0;922;
117;7;9907;0;921;
117;7;9908;0;922;
117;7;9909;0;921;
117;7;9910;0;922;
117;7;9911;0;921;
117;7;9912;0;922;
117;7;9913;1;921;
117;7;9914;1;922;
117;7;9915;1;921;
117;7;9916;1;922;
117;7;9917;1;921;
117;7;9918;1;922;
117;7;9919;1;921;
117;7;9920;1;922;
117;7;9921;1;921;
117;7;9922;1;922;
117;7;9923;1;921;
117;7;9924;1;922;
118;10304;4001;0;401;
118;10304;4002;0;402;
118;10304;4003;0;403;
118;10304;4004;0;404;
118;10304;4005;0;405;
118;10304;4006;0;406;
118;10304;4007;0;407;
118;10304;4008;0;408;
118;10304;4009;0;409;
118;10304;4010;0;410;
118;10304;4011;0;401;
118;10304;4012;0;402;
118;10304;4013;0;411;
118;10304;4014;0;403;
118;10304;4015;0;404;
118;10304;4016;0;412;
118;10304;4017;0;405;
118;10304;4018;0;406;
118;10304;4019;0;407;
118;10304;4020;0;409;
118;10304;4021;0;410;
118;10304;4022;0;402;
118;10304;4023;0;411;
118;10304;4024;0;404;
118;10304;4025;0;412;
118;10304;4026;0;406;
118;10304;4027;0;407;
118;10304;4028;0;409;
118;10304;4029;0;410;
118;10304;4030;0;402;
118;10304;4031;0;411;
118;10304;4032;0;404;
118;10304;4033;0;412;
118;10304;4034;0;406;
118;10304;4035;0;407;
118;10304;4036;0;409;
118;10304;4037;0;410;
118;10304;4038;0;402;
118;10304;4039;0;411;
118;10304;4040;0;404;
118;10304;4041;0;412;
118;10304;4042;0;406;
118;10304;4043;0;407;
118;10304;4044;0;409;
118;10304;4045;0;410;
118;10304;4046;0;402;
118;10304;4047;0;413;
118;10304;4048;0;411;
118;10304;4049;0;404;
118;10304;4050;0;414;
118;10304;4051;0;412;
118;10304;4052;0;415;
118;10304;4053;0;406;
118;10304;4054;0;407;
118;10304;4055;0;416;
118;10304;4056;0;409;
118;10304;4057;0;410;
118;10304;4058;0;402;
118;10304;4059;0;413;
118;10304;4060;0;411;
118;10304;4061;0;404;
118;10304;4062;0;414;
118;10304;4063;0;412;
118;10304;4064;0;406;
118;10304;4065;0;922;
118;10304;4066;0;409;
118;10304;4067;0;402;
118;10304;4068;0;413;
118;10304;4069;0;411;
118;10304;4070;0;414;
118;4;4071;0;419;
118;4;4072;0;417;
118;4;4073;0;418;
118;4;4074;0;417;
118;7;4801;0;941;
118;7;4802;0;942;
118;7;4803;0;941;
118;7;4804;0;942;
118;7;4805;0;941;
118;7;4806;0;944;
118;7;4807;0;941;
118;7;4808;0;944;
118;7;4809;0;941;
118;7;4810;0;944;
118;7;4811;0;943;
118;7;4812;0;944;
118;810;4401;0;401;
118;810;4402;0;402;
118;810;4403;0;403;
118;810;4404;0;404;
118;810;4405;0;405;
118;810;4406;0;406;
118;810;4407;0;407;
118;810;4408;0;401;
118;810;4409;0;402;
118;810;4410;0;408;
118;810;4411;0;403;
118;810;4412;0;404;
118;810;4413;0;405;
118;810;4414;0;406;
118;810;4415;0;407;
118;810;4416;0;401;
118;810;4417;0;402;
118;810;4418;0;408;
118;810;4419;0;403;
118;810;4420;0;406;
118;810;4421;0;407;
118;810;4422;0;401;
118;810;4423;0;402;
118;810;4424;0;408;
118;810;4425;0;403;
118;810;4426;0;406;
118;810;4427;0;409;
118;810;4428;0;407;
118;810;4429;0;401;
118;810;4430;0;402;
118;810;4431;0;408;
118;810;4432;0;410;
118;810;4433;0;403;
118;810;4434;0;406;
118;810;4435;0;409;
118;810;4436;0;407;
118;810;4437;0;401;
118;810;4438;0;402;
118;810;4439;0;408;
118;810;4440;0;410;
118;810;4441;0;403;
118;810;4442;0;406;
118;810;4443;0;411;
118;810;4444;0;409;
118;810;4445;0;407;
118;810;4446;0;401;
118;810;4447;0;402;
118;810;4448;0;408;
118;810;4449;0;410;
118;810;4450;0;403;
118;810;4451;0;409;
118;810;4452;0;401;
118;810;4453;0;408;
118;810;4454;0;410;
118;9;4201;0;401;
118;9;4202;0;402;
118;9;4203;0;403;
118;9;4204;0;404;
118;9;4205;0;405;
118;9;4206;0;406;
118;9;4207;0;401;
118;9;4208;0;402;
118;9;4209;0;403;
118;9;4210;0;404;
118;9;4211;0;405;
118;9;4212;0;406;
118;9;4213;0;407;
